CSD,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,AVERAGE CLASS SIZE,SIZE OF LARGEST CLASS,SIZE OF SMALLEST CLASS
16,K393,Frederick Douglass Academy IV Secondary School,09-12,GEN ED,19.3,31,11
16,K455,Boys and Girls High School,09-12,GEN ED,20.7,25,13
16,K455,Boys and Girls High School,09-12,GEN ED,31.7,37,20
16,K455,Boys and Girls High School,09-12,GEN ED,33.9,38,31
16,K455,Boys and Girls High School,09-12,GEN ED,29.2,35,11
16,K455,Boys and Girls High School,09-12,GEN ED,30,33,27
16,K455,Boys and Girls High School,09-12,GEN ED,24.9,36,10
16,K455,Boys and Girls High School,09-12,GEN ED,23.2,35,10
16,K455,Boys and Girls High School,09-12,GEN ED,22.9,35,12
16,K455,Boys and Girls High School,09-12,GEN ED,26,38,16
16,K455,Boys and Girls High School,09-12,GEN ED,27.9,37,15
16,K455,Boys and Girls High School,09-12,GEN ED,21.8,24,18
16,K455,Boys and Girls High School,09-12,GEN ED,25.8,34,21
16,K455,Boys and Girls High School,09-12,GEN ED,27.9,37,17
16,K455,Boys and Girls High School,09-12,GEN ED,29.4,36,11
16,K455,Boys and Girls High School,09-12,GEN ED,22.4,36,15
16,K455,Boys and Girls High School,09-12,SPEC ED,14.9,20,12
16,K455,Boys and Girls High School,09-12,SPEC ED,11,15,7
16,K455,Boys and Girls High School,09-12,SPEC ED,12.8,15,9
16,K455,Boys and Girls High School,09-12,SPEC ED,8.5,9,8
16,K455,Boys and Girls High School,09-12,SPEC ED,9,14,6
16,K455,Boys and Girls High School,09-12,SPEC ED,11.9,17,8
16,K455,Boys and Girls High School,09-12,SPEC ED,14.1,19,11
16,K455,Boys and Girls High School,09-12,SPEC ED,11,11,11
16,K455,Boys and Girls High School,09-12,SPEC ED,13.1,19,7
16,K455,Boys and Girls High School,09-12,SPEC ED,14,14,14
16,K455,Boys and Girls High School,09-12,SPEC ED,14.6,20,12
16,K455,Boys and Girls High School,09-12,SPEC ED,10.4,14,8
16,K498,ACORN High School for Social Justice,09-12,GEN ED,29.3,31,27
16,K498,ACORN High School for Social Justice,09-12,GEN ED,26.4,33,20
16,K498,ACORN High School for Social Justice,09-12,GEN ED,23,28,12
16,K498,ACORN High School for Social Justice,09-12,GEN ED,29.3,30,29
16,K498,ACORN High School for Social Justice,09-12,GEN ED,24.8,32,14
16,K498,ACORN High School for Social Justice,09-12,GEN ED,30,31,29
16,K498,ACORN High School for Social Justice,09-12,GEN ED,28.6,30,25
16,K498,ACORN High School for Social Justice,09-12,GEN ED,29.2,31,25
16,K498,ACORN High School for Social Justice,09-12,GEN ED,27.9,30,18
16,K498,ACORN High School for Social Justice,09-12,GEN ED,13,13,13
16,K498,ACORN High School for Social Justice,09-12,GEN ED,23,28,18
16,K498,ACORN High School for Social Justice,09-12,GEN ED,24.5,27,21
16,K498,ACORN High School for Social Justice,09-12,GEN ED,30,31,29
16,K498,ACORN High School for Social Justice,09-12,GEN ED,33,33,33
16,K498,ACORN High School for Social Justice,09-12,GEN ED,27.6,32,22
16,K498,ACORN High School for Social Justice,09-12,SPEC ED,13,13,13
16,K498,ACORN High School for Social Justice,09-12,SPEC ED,15,15,15
16,K498,ACORN High School for Social Justice,09-12,SPEC ED,13,16,10
16,K498,ACORN High School for Social Justice,09-12,SPEC ED,11,11,11
16,K498,ACORN High School for Social Justice,09-12,SPEC ED,13,13,13
16,K498,ACORN High School for Social Justice,09-12,SPEC ED,11,11,11
16,K498,ACORN High School for Social Justice,09-12,SPEC ED,13,13,13
16,K498,ACORN High School for Social Justice,09-12,SPEC ED,13,13,13
16,K498,ACORN High School for Social Justice,09-12,SPEC ED,12,14,10
16,K627,Brighter Choice Community School,0K,GEN ED,25,25,25
16,K628,Brooklyn Brownstone School,0K,GEN ED,21,22,20
16,K636,Young Scholars' Academy for Discovery and Exploration,0K,GEN ED,20.5,21,20
16,K688,The Brooklyn Academy of Global Finance,09-12,GEN ED,20.5,24,17
16,K688,The Brooklyn Academy of Global Finance,09-12,GEN ED,22,26,18
16,K688,The Brooklyn Academy of Global Finance,09-12,GEN ED,21.8,26,17
16,K688,The Brooklyn Academy of Global Finance,09-12,GEN ED,20.7,26,12
16,K688,The Brooklyn Academy of Global Finance,09-12,GEN ED,23,23,23
16,K688,The Brooklyn Academy of Global Finance,09-12,GEN ED,22,26,18
16,K688,The Brooklyn Academy of Global Finance,09-12,GEN ED,20,24,16
16,K688,The Brooklyn Academy of Global Finance,09-12,GEN ED,21.8,29,17
17,K002,M.S. 002,09-12,GEN ED,10,10,10
17,K002,M.S. 002,09-12,GEN ED,28,30,26
17,K002,M.S. 002,09-12,SPEC ED,15,15,15
17,K006,P.S. 006,0K,GEN ED,21,24,18
17,K012,P.S. 012,0K,GEN ED,19,20,18
17,K022,P.S. 022,0K,GEN ED,25,26,24
17,K061,M.S. 061 Dr. Gladstone H. Atwell,09-12,GEN ED,27,27,27
17,K061,M.S. 061 Dr. Gladstone H. Atwell,09-12,GEN ED,30,31,29
17,K091,P.S. 091 The Albany Avenue School,0K,GEN ED,20.7,21,20
17,K092,P.S. 092 Adrian Hegeman,0K,GEN ED,21.7,22,21
17,K138,P.S. 138 Brooklyn,0K,GEN ED,18.3,20,17
17,K161,P.S. 161 The Crown,0K,GEN ED,24,26,22
17,K161,P.S. 161 The Crown,0K,G&T,12,12,12
17,K167,P.S. 167 The Parkway,0K,GEN ED,24.5,25,24
17,K181,P.S. 181 Brooklyn,0K,GEN ED,24.8,25,24
17,K181,P.S. 181 Brooklyn,09-12,GEN ED,30,32,28
17,K181,P.S. 181 Brooklyn,09-12,SPEC ED,13,13,13
17,K189,P.S. 189 Lincoln Terrace,0K,GEN ED,25,29,21
17,K191,P.S. 191 Paul Robeson,0K,GEN ED,23,23,23
17,K221,P.S. 221 Toussaint L'Ouverture,0K,GEN ED,18.3,20,15
17,K241,P.S. 241 Emma L. Johnston,0K,GEN ED,24,25,23
17,K246,M.S. 246 Walt Whitman,09-12,SPEC ED,10,10,10
17,K249,P.S. 249 The Caton,0K,GEN ED,24.1,26,22
17,K289,P.S. 289 George V. Brower,0K,GEN ED,19.7,21,18
17,K316,P.S. 316 Elijah Stroud,0K,GEN ED,19,19,19
17,K340,I.S. 340,09-12,GEN ED,26.5,30,20
17,K340,I.S. 340,09-12,GEN ED,25.7,30,20
17,K353,Elijah Stroud Middle School,09-12,GEN ED,17,20,13
17,K353,Elijah Stroud Middle School,09-12,GEN ED,19,19,19
17,K353,Elijah Stroud Middle School,09-12,SPEC ED,9,9,9
17,K354,The School of Integrated Learning,09-12,GEN ED,28,28,28
17,K354,The School of Integrated Learning,09-12,GEN ED,14,14,14
17,K354,The School of Integrated Learning,09-12,SPEC ED,12,12,12
17,K375,P.S. 375 Jackie-Robinson School,0K,GEN ED,24,24,24
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,30,30,30
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,28,34,23
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,21.8,35,15
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,24.3,30,20
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,21,21,21
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,25.2,31,23
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,34.7,36,33
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,29.5,30,29
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,18,18,18
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,25.4,29,21
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,19.5,29,11
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,13,13,13
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,29,33,21
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,24.3,30,19
17,K382,Academy for College Preparation and Career Exploration: A College Board School,09-12,GEN ED,28.5,33,24
17,K394,M.S. K394,0K,GEN ED,21,22,19
17,K394,M.S. K394,09-12,GEN ED,28.5,29,28
17,K397,P.S. 397 Foster-Laurie,0K,GEN ED,24,25,23
17,K398,P.S. 398 Walter Weaver,0K,GEN ED,19,20,18
17,K399,P.S. 399 Stanley Eugene Clark,0K,GEN ED,25,26,24
17,K408,Academy of Hospitality and Tourism,09-12,GEN ED,25,27,23
17,K408,Academy of Hospitality and Tourism,09-12,GEN ED,24.3,32,12
17,K408,Academy of Hospitality and Tourism,09-12,GEN ED,23,28,13
17,K408,Academy of Hospitality and Tourism,09-12,GEN ED,23.3,30,20
17,K408,Academy of Hospitality and Tourism,09-12,GEN ED,19.6,31,10
17,K408,Academy of Hospitality and Tourism,09-12,GEN ED,31.7,33,29
17,K408,Academy of Hospitality and Tourism,09-12,GEN ED,27.6,34,17
17,K408,Academy of Hospitality and Tourism,09-12,GEN ED,28,34,22
17,K408,Academy of Hospitality and Tourism,09-12,GEN ED,24.7,28,22
17,K408,Academy of Hospitality and Tourism,09-12,GEN ED,21.8,33,10
17,K408,Academy of Hospitality and Tourism,09-12,GEN ED,29.7,33,28
17,K408,Academy of Hospitality and Tourism,09-12,GEN ED,23,27,20
17,K489,W.E.B. Dubois Academic High School,09-12,GEN ED,25,25,25
17,K489,W.E.B. Dubois Academic High School,09-12,GEN ED,22.3,25,18
17,K489,W.E.B. Dubois Academic High School,09-12,GEN ED,21.8,30,10
17,K489,W.E.B. Dubois Academic High School,09-12,GEN ED,21.8,26,13
17,K489,W.E.B. Dubois Academic High School,09-12,GEN ED,20,25,15
17,K489,W.E.B. Dubois Academic High School,09-12,GEN ED,19,24,14
17,K489,W.E.B. Dubois Academic High School,09-12,GEN ED,22.2,29,17
17,K489,W.E.B. Dubois Academic High School,09-12,GEN ED,24,27,16
17,K489,W.E.B. Dubois Academic High School,09-12,GEN ED,23.7,28,17
17,K489,W.E.B. Dubois Academic High School,09-12,GEN ED,23.5,26,21
17,K524,International High School at Prospect Heights,09-12,GEN ED,23.1,25,20
17,K524,International High School at Prospect Heights,09-12,GEN ED,23.8,27,21
17,K524,International High School at Prospect Heights,09-12,GEN ED,24.8,26,23
17,K524,International High School at Prospect Heights,09-12,GEN ED,22.5,26,10
17,K524,International High School at Prospect Heights,09-12,GEN ED,23.1,25,20
17,K524,International High School at Prospect Heights,09-12,GEN ED,23.8,27,21
17,K524,International High School at Prospect Heights,09-12,GEN ED,24.8,26,23
17,K524,International High School at Prospect Heights,09-12,GEN ED,23.8,27,21
17,K524,International High School at Prospect Heights,09-12,GEN ED,24.8,26,23
17,K524,International High School at Prospect Heights,09-12,GEN ED,23.1,25,20
17,K524,International High School at Prospect Heights,09-12,GEN ED,23.1,25,20
17,K524,International High School at Prospect Heights,09-12,GEN ED,23.8,27,21
17,K524,International High School at Prospect Heights,09-12,GEN ED,24.8,26,23
17,K528,The High School for Global Citizenship,09-12,GEN ED,33,34,32
17,K528,The High School for Global Citizenship,09-12,GEN ED,29.3,35,19
17,K528,The High School for Global Citizenship,09-12,GEN ED,26.7,34,13
17,K528,The High School for Global Citizenship,09-12,GEN ED,23.3,31,16
17,K528,The High School for Global Citizenship,09-12,GEN ED,23.4,35,13
17,K528,The High School for Global Citizenship,09-12,GEN ED,29,34,20
17,K528,The High School for Global Citizenship,09-12,GEN ED,28.5,31,26
17,K528,The High School for Global Citizenship,09-12,GEN ED,27,35,20
17,K528,The High School for Global Citizenship,09-12,GEN ED,29.4,34,13
17,K528,The High School for Global Citizenship,09-12,GEN ED,21,21,21
17,K528,The High School for Global Citizenship,09-12,GEN ED,33.5,34,33
17,K528,The High School for Global Citizenship,09-12,GEN ED,22,22,22
17,K528,The High School for Global Citizenship,09-12,GEN ED,27.7,34,10
17,K528,The High School for Global Citizenship,09-12,GEN ED,27,27,27
17,K528,The High School for Global Citizenship,09-12,GEN ED,19,19,19
17,K528,The High School for Global Citizenship,09-12,GEN ED,22.5,25,20
17,K528,The High School for Global Citizenship,09-12,SPEC ED,11,11,11
17,K531,"School for Human Rights, The",09-12,GEN ED,34,34,34
17,K531,"School for Human Rights, The",09-12,GEN ED,36,36,36
17,K531,"School for Human Rights, The",09-12,GEN ED,31.5,32,31
17,K531,"School for Human Rights, The",09-12,GEN ED,30.5,33,28
17,K531,"School for Human Rights, The",09-12,GEN ED,21.5,25,18
17,K531,"School for Human Rights, The",09-12,GEN ED,26.7,34,16
17,K531,"School for Human Rights, The",09-12,GEN ED,36,36,36
17,K531,"School for Human Rights, The",09-12,GEN ED,18,18,18
17,K531,"School for Human Rights, The",09-12,GEN ED,35.5,36,35
17,K531,"School for Human Rights, The",09-12,GEN ED,36,37,35
17,K531,"School for Human Rights, The",09-12,GEN ED,32,33,31
17,K531,"School for Human Rights, The",09-12,GEN ED,29.5,32,27
17,K531,"School for Human Rights, The",09-12,GEN ED,35,35,35
17,K531,"School for Human Rights, The",09-12,GEN ED,31,33,29
17,K531,"School for Human Rights, The",09-12,GEN ED,29.5,32,27
17,K531,"School for Human Rights, The",09-12,GEN ED,32.3,35,30
17,K533,School for Democracy and Leadership,09-12,GEN ED,25.5,26,25
17,K533,School for Democracy and Leadership,09-12,GEN ED,26,29,23
17,K533,School for Democracy and Leadership,09-12,GEN ED,24.5,25,24
17,K533,School for Democracy and Leadership,09-12,GEN ED,17.3,24,12
17,K533,School for Democracy and Leadership,09-12,GEN ED,22.5,27,18
17,K533,School for Democracy and Leadership,09-12,GEN ED,20,27,10
17,K533,School for Democracy and Leadership,09-12,GEN ED,33,33,33
17,K533,School for Democracy and Leadership,09-12,GEN ED,24.5,25,24
17,K533,School for Democracy and Leadership,09-12,GEN ED,14.7,18,10
17,K533,School for Democracy and Leadership,09-12,GEN ED,25,26,24
17,K533,School for Democracy and Leadership,09-12,GEN ED,28,29,27
17,K533,School for Democracy and Leadership,09-12,GEN ED,18,25,11
17,K533,School for Democracy and Leadership,09-12,GEN ED,23.9,29,18
17,K533,School for Democracy and Leadership,09-12,GEN ED,22.5,26,19
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,28,31,25
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,27,33,20
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,26.8,36,17
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,20.8,28,15
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,27.4,35,17
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,23.9,28,13
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,17.1,25,10
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,23,23,23
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,22.5,28,17
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,24,31,16
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,25.8,27,25
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,15.5,20,11
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,19.5,24,13
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,29,29,29
17,K537,High School for Youth and Community Development at Erasmus,09-12,GEN ED,15,15,15
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,31.5,32,31
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,27,30,24
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,29.5,33,26
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,25,29,17
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,30.5,31,30
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,30,31,29
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,26.7,32,23
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,29,29,29
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,25.5,38,13
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,30.2,36,13
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,32,34,28
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,29.8,34,21
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,29.3,35,24
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,21.3,23,18
17,K539,High School for Service & Learning at Erasmus,09-12,GEN ED,20.8,29,16
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,28.3,30,25
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,25.3,30,21
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,23.3,32,15
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,20,24,13
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,25,25,25
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,16,21,11
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,28.3,34,25
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,16.5,17,16
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,25.7,30,21
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,22.7,29,14
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,22,27,14
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,20.8,34,10
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,25,28,23
17,K543,"Science, Technology and Research Early College High School at Erasmus",09-12,GEN ED,24.4,31,14
17,K544,International Arts Business School,09-12,GEN ED,22.5,30,17
17,K544,International Arts Business School,09-12,GEN ED,22.8,31,14
17,K544,International Arts Business School,09-12,GEN ED,24,31,20
17,K544,International Arts Business School,09-12,GEN ED,25,30,20
17,K544,International Arts Business School,09-12,GEN ED,21,23,19
17,K544,International Arts Business School,09-12,GEN ED,22.1,30,13
17,K544,International Arts Business School,09-12,GEN ED,21.3,26,16
17,K544,International Arts Business School,09-12,GEN ED,19.8,23,10
17,K544,International Arts Business School,09-12,GEN ED,27,30,24
17,K544,International Arts Business School,09-12,GEN ED,25.4,31,17
17,K544,International Arts Business School,09-12,GEN ED,22,29,15
17,K544,International Arts Business School,09-12,GEN ED,21,21,21
17,K544,International Arts Business School,09-12,GEN ED,16,16,16
17,K544,International Arts Business School,09-12,GEN ED,23.5,34,11
17,K544,International Arts Business School,09-12,GEN ED,24.7,32,11
17,K544,International Arts Business School,09-12,SPEC ED,12,12,12
17,K544,International Arts Business School,09-12,SPEC ED,14,14,14
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,28,30,26
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,26.5,29,23
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,22.4,26,18
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,26,26,26
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,24.2,32,13
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,20,24,13
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,26.3,28,23
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,12,12,12
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,19.6,28,11
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,28.5,31,25
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,23.2,26,19
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,21.2,24,19
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,24,24,24
17,K546,High School for Public Service: Heroes of Tomorrow,09-12,GEN ED,19.3,24,15
